publisher,publish_year,publisher_month,publisher_day,author_num,title_word_num,body_word_num,word_num,image_num,bias,country
17,2020,5,15,1,17,1489,1506,1,1,2
17,2020,4,22,1,12,1124,1136,1,1,2
39,2020,5,18,1,14,866,880,1,5,2
39,2020,3,4,2,11,305,316,1,5,2
39,2020,5,18,1,9,492,501,1,5,2
39,2020,5,18,1,13,657,670,1,5,2
39,2020,5,18,3,14,912,926,1,5,2
39,2020,5,18,1,8,583,591,1,5,2
39,2020,5,15,1,11,639,650,1,5,2
39,2020,5,18,5,14,102,116,1,5,2
39,2020,5,18,1,7,635,642,1,5,2
39,2020,5,18,1,9,398,407,1,5,2
39,2020,5,18,1,13,291,304,1,5,2
39,2020,5,18,1,12,27,39,1,5,2
39,2020,5,18,1,18,46,64,1,5,2
39,2020,5,18,1,15,1070,1085,1,5,2
39,2020,5,18,2,13,633,646,1,5,2
39,2020,5,15,1,9,1251,1260,1,5,2
39,2020,5,15,1,8,642,650,1,5,2
41,2020,5,18,1,12,1491,1503,1,4,2
41,2020,5,17,1,7,970,977,1,4,2
41,2020,5,13,1,8,1103,1111,1,4,2
41,2020,5,6,1,10,1730,1740,1,4,2
41,2020,5,1,1,8,1318,1326,1,4,2
41,2020,4,29,1,7,1071,1078,1,4,2
41,2020,4,27,1,11,1349,1360,1,4,2
41,2020,5,16,1,11,1278,1289,1,4,2
41,2020,5,25,1,8,1296,1304,1,4,2
41,2020,4,17,1,11,216,227,1,4,2
41,2020,5,11,1,13,188,201,1,4,2
41,2020,5,16,1,10,1246,1256,1,4,2
27,2020,5,17,1,12,545,557,1,1,2
27,2020,5,17,1,12,1117,1129,1,1,2
27,2020,5,17,1,12,349,361,1,1,2
27,2020,5,17,1,10,1146,1156,1,1,2
27,2020,5,17,1,13,1482,1495,1,1,2
27,2020,5,16,1,11,853,864,1,1,2
27,2020,3,16,2,12,640,652,1,1,2
27,2020,3,30,3,9,227,236,1,1,2
27,2020,5,16,1,11,654,665,1,1,2
27,2020,5,16,1,11,520,531,1,1,2
27,2020,5,15,1,15,1894,1909,1,1,2
27,2020,5,15,1,12,575,587,1,1,2
27,2020,5,13,2,17,401,418,1,1,2
27,2020,5,12,1,10,560,570,1,1,2
27,2020,5,12,1,13,597,610,1,1,2
27,2020,5,12,3,9,997,1006,1,1,2
27,2020,5,11,1,14,800,814,1,1,2
27,2020,5,10,1,10,588,598,1,1,2
27,2020,5,11,2,12,1211,1223,1,1,2
27,2020,5,10,1,14,483,497,1,1,2
27,2020,5,8,2,12,479,491,1,1,2
27,2020,5,6,1,9,686,695,1,1,2
27,2020,4,30,1,12,545,557,1,1,2
27,2020,4,30,1,12,333,345,1,1,2
27,2020,4,30,1,8,1201,1209,1,1,2
27,2020,4,28,1,11,304,315,1,1,2
27,2020,4,14,0,9,1336,1345,1,1,2
27,2020,4,20,1,10,1312,1322,1,1,2
27,2020,4,27,1,11,404,415,1,1,2
27,2020,4,27,1,9,573,582,1,1,2
27,2020,4,23,4,11,796,807,1,1,2
27,2020,4,22,1,11,639,650,1,1,2
27,2020,4,21,1,11,673,684,1,1,2
27,2020,4,17,1,8,1192,1200,1,1,2
27,2020,4,16,1,15,387,402,1,1,2
27,2020,4,18,1,12,1177,1189,1,1,2
27,2020,4,15,2,9,292,301,1,1,2
27,2020,4,15,1,7,308,315,1,1,2
27,2020,4,13,1,8,407,415,1,1,2
27,2020,4,13,1,10,840,850,1,1,2
27,2020,4,13,1,9,1593,1602,1,1,2
27,2020,4,10,1,7,963,970,1,1,2
27,2020,4,11,0,10,264,274,1,1,2
27,2020,4,10,1,12,1269,1281,1,1,2
27,2020,5,1,1,5,1808,1813,1,1,2
27,2020,4,9,1,11,512,523,1,1,2
27,2020,4,9,1,12,428,440,1,1,2
27,2020,4,8,1,9,223,232,1,1,2
27,2020,4,9,1,9,1282,1291,1,1,2
27,2020,4,9,1,11,7163,7174,1,1,2
27,2020,4,6,2,12,673,685,1,1,2
27,2020,4,6,1,12,396,408,1,1,2
27,2020,3,12,1,7,400,407,1,1,2
27,2020,4,7,1,8,119,127,1,1,2
27,2020,4,7,1,12,223,235,1,1,2
27,2020,4,6,1,11,466,477,1,1,2
27,2020,4,3,1,10,744,754,1,1,2
27,2020,4,2,1,12,326,338,1,1,2
27,2020,4,1,2,13,1340,1353,1,1,2
27,2020,3,30,1,10,530,540,1,1,2
27,2020,3,25,1,11,294,305,1,1,2
27,2020,3,28,1,13,534,547,1,1,2
27,2020,3,26,1,14,735,749,1,1,2
27,2020,3,24,1,7,680,687,1,1,2
27,2020,3,23,1,9,251,260,1,1,2
27,2020,3,24,1,9,396,405,1,1,2
27,2020,3,23,1,13,397,410,1,1,2
27,2020,3,22,1,14,1414,1428,1,1,2
27,2020,3,21,1,10,818,828,1,1,2
27,2020,3,21,1,9,1017,1026,1,1,2
27,2020,3,19,2,13,1319,1332,1,1,2
27,2020,3,18,1,11,676,687,1,1,2
27,2020,3,16,1,6,1478,1484,1,1,2
27,2020,3,11,1,14,2902,2916,1,1,2
27,2020,3,14,1,12,658,670,1,1,2
27,2020,3,13,2,11,597,608,1,1,2
27,2020,3,12,1,7,270,277,1,1,2
27,2020,3,9,1,15,407,422,1,1,2
27,2020,3,2,1,8,737,745,1,1,2
27,2020,2,28,1,9,986,995,1,1,2
27,2020,2,28,3,9,1017,1026,1,1,2
27,2020,2,27,0,10,73,83,1,1,2
27,2020,2,26,1,8,660,668,1,1,2
27,2020,2,8,1,10,204,214,1,1,2
27,2020,2,6,1,8,462,470,1,1,2
27,2020,1,30,0,11,376,387,1,1,2
27,2020,1,22,1,9,868,877,1,1,2
27,2020,3,17,1,12,1741,1753,1,1,2
27,2020,5,16,1,10,560,570,1,1,2
27,2020,5,15,1,7,409,416,1,1,2
27,2020,5,14,1,11,961,972,1,1,2
27,2020,5,8,1,11,350,361,1,1,2
30,2020,5,14,2,6,753,759,1,1,2
30,2020,5,17,2,7,122,129,1,1,2
30,2020,5,17,0,11,445,456,1,1,2
30,2020,5,17,1,8,86,94,1,1,2
30,2020,5,16,2,10,124,134,1,1,2
30,2020,5,16,2,9,948,957,1,1,2
30,2020,4,29,0,12,125,137,1,1,2
30,2020,4,3,1,9,605,614,1,1,2
30,2020,4,29,1,11,1010,1021,1,1,2
30,2020,5,15,1,13,2875,2888,1,1,2
42,2020,5,19,2,8,7544,7552,1,5,2
42,2020,5,18,1,10,436,446,1,5,2
42,2020,5,18,1,10,280,290,1,5,2
42,2020,5,18,1,12,261,273,1,5,2
42,2020,5,15,1,12,2394,2406,1,5,2
42,2020,5,14,1,11,505,516,1,5,2
42,2020,5,1,1,13,1052,1065,1,5,2
42,2020,4,29,1,14,662,676,1,5,2
42,2020,4,29,1,10,220,230,1,5,2
42,2020,4,28,1,11,376,387,1,5,2
42,2020,4,28,1,13,635,648,1,5,2
42,2020,4,2,1,10,538,548,1,5,2
42,2020,4,1,1,12,295,307,1,5,2
42,2020,5,17,1,12,240,252,1,5,2
42,2020,5,13,1,13,359,372,1,5,2
42,2020,5,13,1,13,441,454,1,5,2
42,2020,5,13,1,10,2028,2038,1,5,2
42,2020,5,12,1,13,1731,1744,1,5,2
42,2020,5,11,1,10,199,209,1,5,2
42,2020,5,9,1,13,734,747,1,5,2
42,2020,5,8,1,11,681,692,1,5,2
42,2020,5,8,1,9,270,279,1,5,2
42,2020,4,29,1,9,523,532,1,5,2
42,2020,4,26,1,13,336,349,1,5,2
42,2020,4,25,1,12,183,195,1,5,2
42,2020,4,7,1,12,734,746,1,5,2
42,2020,4,6,1,8,445,453,1,5,2
42,2020,4,1,1,10,594,604,1,5,2
42,2020,3,31,1,14,794,808,1,5,2
42,2020,3,27,1,12,495,507,1,5,2
42,2020,3,26,1,12,864,876,1,5,2
42,2020,3,24,1,12,598,610,1,5,2
42,2020,3,21,1,13,230,243,1,5,2
42,2020,3,19,1,12,617,629,1,5,2
42,2020,3,19,1,11,716,727,1,5,2
42,2020,4,16,1,12,225,237,1,5,2
42,2020,4,10,1,12,246,258,1,5,2
42,2020,3,9,1,9,263,272,1,5,2
42,2020,5,6,1,12,490,502,1,5,2
42,2020,4,22,1,10,203,213,1,5,2
42,2020,4,30,1,9,2019,2028,1,5,2
42,2020,4,29,1,12,767,779,1,5,2
42,2020,4,18,1,11,191,202,1,5,2
42,2020,3,27,1,9,1064,1073,1,5,2
42,2020,3,24,1,15,343,358,1,5,2
42,2020,3,23,1,7,562,569,1,5,2
42,2020,3,23,1,13,1004,1017,1,5,2
42,2020,3,19,1,11,240,251,1,5,2
42,2020,3,13,1,7,148,155,1,5,2
42,2020,3,7,1,12,391,403,1,5,2
42,2020,3,12,1,6,152,158,1,5,2
42,2020,4,3,1,13,296,309,1,5,2
42,2020,5,13,1,9,550,559,1,5,2
42,2020,3,26,1,16,145,161,1,5,2
42,2020,4,2,1,12,326,338,1,5,2
42,2020,3,26,1,16,226,242,1,5,2
42,2020,3,24,1,10,377,387,1,5,2
42,2020,3,20,1,11,327,338,1,5,2
42,2020,3,20,1,13,455,468,1,5,2
42,2020,3,19,1,9,1193,1202,1,5,2
42,2020,3,16,1,15,332,347,1,5,2
42,2020,4,10,1,9,3669,3678,1,5,2
42,2020,3,31,1,12,1776,1788,1,5,2
42,2020,4,20,1,14,308,322,1,5,2
42,2020,3,19,1,10,270,280,1,5,2
42,2020,5,7,1,10,692,702,1,5,2
42,2020,4,27,1,12,1546,1558,1,5,2
42,2020,4,22,1,12,338,350,1,5,2
42,2020,4,6,1,8,974,982,1,5,2
42,2020,4,2,1,9,1079,1088,1,5,2
42,2020,3,27,1,9,1102,1111,1,5,2
42,2020,3,26,1,9,675,684,1,5,2
42,2020,3,19,1,11,914,925,1,5,2
42,2020,3,13,1,12,1126,1138,1,5,2
42,2020,3,11,1,12,274,286,1,5,2
42,2020,3,10,1,12,637,649,1,5,2
42,2020,5,5,1,9,1326,1335,1,5,2
42,2020,3,25,1,16,491,507,1,5,2
42,2020,3,16,1,13,911,924,1,5,2
42,2020,5,13,1,9,1687,1696,1,5,2
42,2020,4,3,1,12,441,453,1,5,2
42,2020,3,27,1,12,294,306,1,5,2
42,2020,3,20,1,12,861,873,1,5,2
42,2020,3,17,1,13,335,348,1,5,2
42,2020,5,1,1,10,237,247,1,5,2
42,2020,4,29,1,11,3016,3027,1,5,2
42,2020,4,28,1,8,293,301,1,5,2
42,2020,5,8,1,13,233,246,1,5,2
42,2020,5,12,1,12,253,265,1,5,2
42,2020,5,7,1,13,707,720,1,5,2
42,2020,4,30,1,8,312,320,1,5,2
42,2020,4,29,2,15,397,412,1,5,2
42,2020,4,29,1,16,1473,1489,1,5,2
42,2020,4,8,1,10,1035,1045,1,5,2
42,2020,4,6,1,16,363,379,1,5,2
42,2020,4,2,1,15,1982,1997,1,5,2
42,2020,3,20,1,12,810,822,1,5,2
42,2020,3,9,1,14,347,361,1,5,2
42,2020,5,14,1,8,308,316,1,5,2
42,2020,5,7,1,10,566,576,1,5,2
42,2020,5,5,1,11,617,628,1,5,2
42,2020,4,30,2,11,396,407,1,5,2
42,2020,4,25,1,13,250,263,1,5,2
42,2020,4,24,1,13,486,499,1,5,2
42,2020,4,24,1,11,415,426,1,5,2
42,2020,5,11,1,12,691,703,1,5,2
42,2020,5,5,1,15,294,309,1,5,2
42,2020,5,15,1,12,294,306,1,5,2
42,2020,5,15,1,7,946,953,1,5,2
42,2020,5,9,1,7,228,235,1,5,2
42,2020,5,7,1,6,220,226,1,5,2
42,2020,5,7,3,6,4025,4031,1,5,2
42,2020,5,5,1,13,719,732,1,5,2
42,2020,5,1,1,11,638,649,1,5,2
42,2020,4,30,2,8,413,421,1,5,2
42,2020,1,24,9,8,195,203,1,5,2
42,2020,4,30,1,7,863,870,1,5,2
42,2020,1,23,1,8,2485,2493,1,5,2
42,2020,4,29,1,9,1555,1564,1,5,2
42,2020,4,28,1,7,460,467,1,5,2
42,2020,4,28,1,13,270,283,1,5,2
42,2020,4,24,1,11,269,280,1,5,2
42,2020,4,24,1,16,695,711,1,5,2
42,2020,4,21,1,13,1052,1065,1,5,2
42,2020,3,27,1,11,1375,1386,1,5,2
42,2020,4,21,1,9,350,359,1,5,2
42,2020,4,21,1,13,466,479,1,5,2
42,2020,4,20,1,9,1039,1048,1,5,2
42,2020,4,20,1,14,425,439,1,5,2
42,2020,4,17,1,10,393,403,1,5,2
42,2020,4,16,1,11,758,769,1,5,2
42,2020,5,15,1,12,253,265,1,5,2
42,2020,5,6,1,9,1050,1059,1,5,2
42,2020,5,4,1,14,449,463,1,5,2
42,2020,4,2,1,14,344,358,1,5,2
42,2020,5,4,1,14,414,428,1,5,2
42,2020,5,14,1,15,299,314,1,5,2
42,2020,5,12,1,10,321,331,1,5,2
42,2020,5,7,1,10,399,409,1,5,2
45,2020,5,18,1,13,737,750,1,1,2
45,2020,4,29,1,14,1994,2008,1,1,2
45,2020,5,19,1,18,486,504,1,1,2
45,2020,5,20,1,12,1461,1473,1,1,2
45,2020,5,19,1,10,818,828,1,1,2
45,2020,5,19,1,10,1215,1225,1,1,2
45,2020,5,19,1,9,549,558,1,1,2
45,2020,5,20,1,17,876,893,1,1,2
45,2020,5,20,5,16,1615,1631,1,1,2
45,2020,5,18,2,13,1507,1520,1,1,2
45,2020,5,20,1,14,1591,1605,1,1,2
45,2020,5,20,1,17,852,869,1,1,2
45,2020,5,20,0,10,852,862,1,1,2
45,2020,4,9,1,5,229,234,1,1,2
45,2020,5,19,1,12,1288,1300,1,1,2
45,2020,5,17,4,13,1804,1817,1,1,2
45,2020,5,20,1,11,457,468,1,1,2
45,2020,5,20,1,16,808,824,1,1,2
45,2020,5,20,0,12,591,603,1,1,2
45,2020,5,19,1,11,778,789,1,1,2
45,2020,5,20,1,10,229,239,1,1,2
45,2020,5,20,0,10,738,748,1,1,2
45,2020,5,20,1,16,1038,1054,1,1,2
45,2020,5,19,1,10,941,951,1,1,2
45,2020,5,20,1,14,322,336,1,1,2
45,2020,5,18,1,15,1033,1048,1,1,2
45,2020,5,20,0,9,1033,1042,1,1,2
45,2020,5,20,1,15,546,561,1,1,2
45,2020,4,10,1,13,241,254,1,1,2
45,2020,5,20,3,14,1550,1564,1,1,2
45,2020,5,20,1,16,1251,1267,1,1,2
45,2020,5,20,1,13,1000,1013,1,1,2
45,2020,5,20,2,19,2231,2250,1,1,2
45,2020,5,20,2,12,2457,2469,1,1,2
45,2020,5,19,1,13,435,448,1,1,2
45,2020,5,15,1,11,978,989,1,1,2
45,2020,5,18,1,13,1663,1676,1,1,2
45,2020,5,18,1,15,863,878,1,1,2
45,2020,5,17,1,16,1969,1985,1,1,2
45,2020,3,10,4,6,483,489,1,1,2
45,2020,5,12,0,11,483,494,1,1,2
45,2020,4,27,2,9,1453,1462,1,1,2
45,2020,5,18,1,14,591,605,1,1,2
45,2020,5,18,1,20,1182,1202,1,1,2
45,2020,5,11,1,13,1046,1059,1,1,2
45,2020,3,12,1,18,680,698,1,1,2
45,2020,3,16,0,11,1782,1793,1,1,2
45,2020,5,19,1,13,375,388,1,1,2
45,2020,5,20,0,13,916,929,1,1,2
45,2020,3,10,0,12,440,452,1,1,2
45,2020,4,1,0,4,440,444,1,1,2
45,2020,5,19,0,15,477,492,1,1,2
45,2020,5,19,1,12,824,836,1,1,2
45,2020,5,18,0,10,635,645,1,1,2
45,2020,5,18,0,8,353,361,1,1,2
45,2020,5,18,1,11,358,369,1,1,2
45,2020,5,18,3,15,772,787,1,1,2
45,2020,5,18,1,14,736,750,1,1,2
45,2020,5,18,1,12,761,773,1,1,2
45,2020,5,18,2,14,806,820,1,1,2
45,2020,5,17,1,15,842,857,1,1,2
45,2020,5,16,1,15,796,811,1,1,2
45,2020,5,17,0,12,881,893,1,1,2
45,2020,5,17,1,15,871,886,1,1,2
45,2020,5,11,0,5,871,876,1,1,2
45,2020,5,14,1,15,690,705,1,1,2
45,2020,5,9,2,8,813,821,1,1,2
45,2020,5,20,4,12,1002,1014,1,1,2
45,2020,5,19,1,13,965,978,1,1,2
45,2020,5,19,1,12,593,605,1,1,2
45,2020,3,30,0,4,93,97,1,1,2
45,2020,4,13,0,11,185,196,1,1,2
45,2020,4,15,0,12,2200,2212,1,1,2
45,2020,5,8,1,11,432,443,1,1,2
45,2020,5,16,1,14,1138,1152,1,1,2
45,2020,5,17,1,18,2245,2263,1,1,2
45,2020,5,14,0,13,2245,2258,1,1,2
45,2020,5,5,0,14,248,262,1,1,2
45,2020,4,7,0,11,454,465,1,1,2
45,2020,3,16,0,13,273,286,1,1,2
45,2020,5,16,0,6,273,279,1,1,2
45,2020,5,19,1,15,184,199,1,1,2
45,2020,5,19,1,16,775,791,1,1,2
45,2020,5,19,1,12,385,397,1,1,2
45,2020,5,19,0,11,408,419,1,1,2
45,2020,5,18,1,13,1173,1186,1,1,2
45,2020,5,19,1,15,1948,1963,1,1,2
45,2020,5,19,1,12,1535,1547,1,1,2
45,2020,5,19,1,14,435,449,1,1,2
45,2020,4,29,1,13,2001,2014,1,1,2
45,2020,5,19,2,15,1124,1139,1,1,2
45,2020,5,18,1,19,506,525,1,1,2
45,2020,5,18,1,16,346,362,1,1,2
45,2020,5,18,0,11,346,357,1,1,2
45,2020,5,18,1,13,1105,1118,1,1,2
45,2020,5,18,1,16,401,417,1,1,2
45,2020,5,18,1,12,332,344,1,1,2
45,2020,5,18,0,8,332,340,1,1,2
45,2020,5,18,0,12,228,240,1,1,2
45,2020,5,17,2,13,312,325,1,1,2
45,2020,5,19,1,14,238,252,1,1,2
45,2020,5,17,0,10,238,248,1,1,2
45,2020,5,20,2,16,483,499,1,1,2
45,2020,5,19,1,11,666,677,1,1,2
45,2020,5,8,1,16,1033,1049,1,1,2
45,2020,5,5,2,15,1696,1711,1,1,2
45,2020,5,16,1,12,808,820,1,1,2
45,2020,5,4,0,10,808,818,1,1,2
45,2020,5,18,1,15,266,281,1,1,2
45,2020,5,19,1,16,1345,1361,1,1,2
45,2020,5,18,1,21,369,390,1,1,2
45,2020,5,12,0,15,6585,6600,1,1,2
45,2020,5,19,1,12,697,709,1,1,2
45,2020,5,18,1,13,661,674,1,1,2
45,2020,5,18,0,11,399,410,1,1,2
45,2020,5,19,1,19,743,762,1,1,2
45,2020,5,14,1,10,830,840,1,1,2
45,2020,5,20,1,15,324,339,1,1,2
46,2020,5,18,1,7,374,381,1,5,2
46,2020,5,15,1,9,374,383,1,5,2
46,2020,5,13,1,8,374,382,1,5,2
46,2020,3,26,1,9,374,383,1,5,2
46,2020,3,2,1,9,374,383,1,5,2
46,2020,4,21,1,9,374,383,1,5,2
43,0,0,0,0,7,553,560,1,5,2
43,2020,4,24,0,8,3675,3683,1,5,2
43,2020,5,17,1,13,333,346,1,5,2
43,2020,5,19,3,13,1003,1016,1,5,2
43,2020,5,19,2,16,1339,1355,1,5,2
43,2020,5,19,3,11,1832,1843,1,5,2
43,2020,5,19,2,17,365,382,1,5,2
43,2020,5,19,1,14,661,675,1,5,2
43,2020,3,13,1,16,1698,1714,1,5,2
43,2020,5,18,1,14,856,870,1,5,2
43,2020,3,21,2,8,2882,2890,1,5,2
43,2020,5,19,1,20,1566,1586,1,5,2
43,2020,5,18,1,20,1921,1941,1,5,2
43,2020,5,19,1,11,648,659,1,5,2
43,2020,5,19,1,8,962,970,1,5,2
43,2020,5,18,1,12,936,948,1,5,2
43,2020,5,19,1,9,815,824,1,5,2
43,2020,5,19,1,9,755,764,1,5,2
43,2020,5,18,1,7,947,954,1,5,2
43,2020,5,18,3,14,2834,2848,1,5,2
43,2020,5,18,1,15,1368,1383,1,5,2
43,2020,5,19,1,10,683,693,1,5,2
43,2020,5,19,1,15,1136,1151,1,5,2
43,2020,5,19,2,20,353,373,1,5,2
43,2020,5,8,2,9,2640,2649,1,5,2
43,2020,5,8,1,10,824,834,1,5,2
43,2020,3,26,2,15,1352,1367,1,5,2
43,2020,4,6,0,12,4024,4036,1,5,2
43,2020,5,18,1,9,84,93,1,5,2
43,2020,5,6,3,9,1618,1627,1,5,2
43,2020,5,11,1,11,67,78,1,5,2
43,2020,5,19,1,8,879,887,1,5,2
43,2020,5,18,1,10,742,752,1,5,2
47,2020,5,20,1,19,735,754,1,5,2
47,2020,5,19,1,11,696,707,1,5,2
47,2020,5,20,3,8,601,609,1,5,2
47,2020,5,20,1,15,263,278,1,5,2
47,2020,5,20,1,24,655,679,1,5,2
47,2020,5,19,0,9,173,182,1,5,2
47,2020,5,20,1,17,513,530,1,5,2
47,2020,5,20,1,13,678,691,1,5,2
47,2020,5,20,1,14,387,401,1,5,2
47,2020,5,19,1,15,701,716,1,5,2
47,2020,5,19,1,14,541,555,1,5,2
47,2020,5,20,1,13,313,326,1,5,2
47,2020,5,20,0,10,517,527,1,5,2
47,2020,5,20,2,10,3205,3215,1,5,2
47,2020,5,19,1,20,522,542,1,5,2
47,2020,5,19,1,13,595,608,1,5,2
47,2020,5,19,1,9,535,544,1,5,2
47,2020,5,19,1,11,492,503,1,5,2
47,2020,5,18,0,6,95,101,1,5,2
47,2020,5,17,0,9,106,115,1,5,2
47,2020,5,16,1,15,567,582,1,5,2
47,2020,5,16,2,11,597,608,1,5,2
47,2020,5,15,1,11,570,581,1,5,2
47,2020,5,15,1,16,462,478,1,5,2
47,2020,5,15,1,16,538,554,1,5,2
47,2020,5,15,1,12,605,617,1,5,2
47,2020,5,19,3,12,769,781,1,5,2
47,2020,5,20,2,12,675,687,1,5,2
47,2020,5,20,0,15,343,358,1,5,2
47,2020,5,20,2,13,635,648,1,5,2
47,2020,5,20,2,12,615,627,1,5,2
47,2020,5,20,3,12,2456,2468,1,5,2
47,2020,5,20,2,24,520,544,1,5,2
47,2020,5,20,2,14,720,734,1,5,2
47,2020,5,20,1,12,390,402,1,5,2
47,2020,5,20,3,11,718,729,1,5,2
33,2020,5,19,0,9,556,565,1,1,1
33,2020,5,19,2,10,875,885,1,1,1
33,2020,5,19,2,9,588,597,1,1,1
33,2020,5,19,1,11,772,783,1,1,1
33,2020,5,19,0,10,442,452,1,1,1
33,2020,5,19,1,12,732,744,1,1,1
33,2020,5,19,1,10,467,477,1,1,1
33,2020,5,19,0,7,173,180,1,1,1
33,2020,5,19,0,6,220,226,1,1,1
33,2020,5,19,0,11,624,635,1,1,1
33,2020,5,19,1,7,105,112,1,1,1
33,2020,5,19,2,13,412,425,1,1,1
33,2020,5,19,2,12,227,239,1,1,1
33,2020,5,19,0,13,638,651,1,1,1
33,2020,5,19,3,11,692,703,1,1,1
33,2020,5,19,0,10,239,249,1,1,1
33,2020,5,19,1,10,483,493,1,1,1
33,2020,5,19,1,18,467,485,1,1,1
33,2020,5,19,1,12,356,368,1,1,1
33,2020,5,19,0,9,363,372,1,1,1
33,2020,5,19,3,9,303,312,1,1,1
33,2020,5,18,3,11,752,763,1,1,1
33,2020,5,19,0,12,228,240,1,1,1
33,2020,5,19,2,10,447,457,1,1,1
33,2020,5,19,3,13,1010,1023,1,1,1
33,2020,5,19,1,9,379,388,1,1,1
33,2020,5,18,2,13,512,525,1,1,1
33,2020,5,18,2,9,761,770,1,1,1
33,2020,5,19,0,8,202,210,1,1,1
33,2020,5,19,2,11,362,373,1,1,1
33,2020,5,19,0,9,324,333,1,1,1
33,2020,5,19,0,12,340,352,1,1,1
33,2020,5,19,3,9,875,884,1,1,1
33,2020,5,19,1,10,244,254,1,1,1
33,2020,5,19,1,11,780,791,1,1,1
33,2020,5,19,1,10,319,329,1,1,1
33,2020,5,19,0,10,269,279,1,1,1
33,2020,5,19,1,12,425,437,1,1,1
33,2020,5,18,0,22,670,692,1,1,1
33,2020,5,18,0,9,679,688,1,1,1
33,2020,5,15,0,17,549,566,1,1,1
33,2020,5,15,0,25,453,478,1,1,1
33,2020,5,19,1,11,332,343,1,1,1
33,2020,5,19,1,11,332,343,1,1,1
33,2020,5,19,0,9,180,189,1,1,1
33,2020,5,19,2,11,568,579,1,1,1
33,2020,5,19,0,9,218,227,1,1,1
33,2020,5,19,1,12,302,314,1,1,1
33,2020,5,19,0,11,239,250,1,1,1
33,2020,5,19,2,12,294,306,1,1,1
33,2020,5,18,1,11,779,790,1,1,1
33,2020,5,19,0,9,263,272,1,1,1
33,2020,5,19,0,12,128,140,1,1,1
33,2020,5,19,0,13,93,106,1,1,1
33,2020,5,19,1,9,1006,1015,1,1,1
33,2020,5,19,0,8,505,513,1,1,1
33,2020,5,18,0,7,1121,1128,1,1,1
33,2020,5,18,1,10,423,433,1,1,1
33,2020,5,19,0,11,214,225,1,1,1
33,0,0,0,2,11,936,947,1,1,1
33,0,0,0,1,10,62,72,1,1,1
33,0,0,0,2,8,636,644,1,1,1
33,0,0,0,1,11,873,884,1,1,1
33,0,0,0,1,13,1624,1637,1,1,1
33,0,0,0,1,6,149,155,1,1,1
33,0,0,0,2,10,1035,1045,1,1,1
33,2020,5,18,1,12,430,442,1,1,1
34,2020,5,16,1,17,4493,4510,1,4,2
34,2020,5,15,1,7,1919,1926,1,4,2
34,2020,5,17,1,14,4074,4088,1,4,2
34,2020,5,18,1,10,1879,1889,1,4,2
34,2020,5,18,1,6,895,901,1,4,2
34,2020,5,18,1,16,1022,1038,1,4,2
34,2020,5,18,1,13,178,191,1,4,2
34,2020,5,15,1,13,736,749,1,4,2
34,2020,5,18,1,12,1008,1020,1,4,2
